segment_id,recording_id,min_frequency_hz,peak_frequency_hz,spectral_entropy,temporal_entropy,harmonicity_hnr_db,bout_duration_s,syllable_rate_per_s,modulation_index
385885_seg_12000,385885,2519.9500475013783,7781.25,4.4481406,4.387817,12.801739667152635,3.0,1.6666666666666667,2.349692
385885_seg_15000,385885,2519.9500475013783,7687.5,4.3311596,4.1852546,15.6108114376281,3.0,1.3333333333333333,2.707724
385885_seg_18000,385885,2519.9500475013783,7687.5,4.025098,4.622531,17.132366624229974,3.0,2.3333333333333335,1.8982537
384973_seg_0,384973,3750.807288950415,4429.6875,3.6299438,5.081566,15.865267733801685,3.0,4.333333333333333,1.2864007
384973_seg_3000,384973,3750.807288950415,4031.25,3.9171968,4.912095,16.693483865114693,3.0,3.0,1.6833439
384973_seg_6000,384973,3750.807288950415,4125.0,3.4413583,4.5453854,17.227772850627325,3.0,2.6666666666666665,2.0591154
384973_seg_9000,384973,3750.807288950415,4054.6875,3.5068057,5.1677284,16.641581010468265,3.0,5.0,1.2405642
384973_seg_12000,384973,3750.807288950415,4031.25,3.5411446,5.1052485,15.263424972562282,3.0,4.333333333333333,1.278669
384973_seg_21000,384973,3750.807288950415,4312.5,3.3685791,4.508728,17.057479992679745,3.0,2.3333333333333335,2.0718403
384973_seg_24000,384973,3750.807288950415,4007.8125,2.8503656,4.125427,16.30602976020175,3.0,1.3333333333333333,1.9966719
384221_seg_0,384221,3395.79564056698,3445.3125,1.9320958,4.7500577,23.703555761574346,3.0,2.6666666666666665,1.6706543
384221_seg_3000,384221,3395.79564056698,3468.75,2.3469636,4.718235,22.558761063681338,3.0,2.0,1.7872682
384221_seg_9000,384221,3395.79564056698,3445.3125,2.6459808,4.6672196,20.568154186975626,3.0,1.3333333333333333,1.9016936
384221_seg_12000,384221,3395.79564056698,3445.3125,2.2399132,4.71119,21.90811803353201,3.0,2.0,1.7590814
384221_seg_15000,384221,3395.79564056698,3468.75,2.7115948,4.9073305,17.141468749999955,3.0,2.0,1.5606312
384221_seg_18000,384221,3395.79564056698,4312.5,3.137053,4.7045155,16.60658630510246,3.0,1.3333333333333333,2.0557451
384221_seg_21000,384221,3395.79564056698,4312.5,2.7557776,4.813555,17.878726952078708,3.0,1.3333333333333333,1.7601166
384221_seg_24000,384221,3395.79564056698,3468.75,2.2194114,4.9133615,18.862430099205845,3.0,2.3333333333333335,1.5302061
384221_seg_30000,384221,3395.79564056698,3468.75,2.4820666,5.006522,17.863091744031927,3.0,2.3333333333333335,1.4317385
384221_seg_33000,384221,3395.79564056698,4335.9375,2.7587214,4.5712633,17.443237441618944,3.0,1.0,2.224905
384221_seg_36000,384221,3395.79564056698,3445.3125,2.8516238,4.5948,19.294985552982713,3.0,1.0,2.2194686
384221_seg_42000,384221,3395.79564056698,3468.75,3.0120401,4.881139,17.216526002905617,3.0,2.0,1.7598687
384221_seg_48000,384221,3395.79564056698,3492.1875,2.766991,4.9348097,18.25493026391061,3.0,2.0,1.5827235
384221_seg_51000,384221,3395.79564056698,4359.375,3.4760578,4.6465554,15.490669980738492,3.0,1.3333333333333333,2.2286117
384221_seg_54000,384221,3395.79564056698,4335.9375,2.8404832,4.365695,17.698698017030363,3.0,0.6666666666666666,1.9008987
383778_seg_0,383778,3628.5269219403576,4453.125,2.750404,4.6559205,28.535254400651468,3.0,2.3333333333333335,1.7605988
383778_seg_6000,383778,3628.5269219403576,4453.125,2.7466378,4.639559,28.9459349092766,3.0,2.6666666666666665,1.8475645
383778_seg_9000,383778,3628.5269219403576,4476.5625,2.2434893,4.2149677,28.334920376312827,3.0,1.3333333333333333,2.3744042
383778_seg_15000,383778,3628.5269219403576,4429.6875,2.7913756,4.6585956,28.699285524587754,3.0,2.0,1.7611185
