total_segments,mean_segments_per_rec,median_segments_per_rec,recs_with_lt_3_bouts,spearman_hqi_vs_confidence,spearman_hqi_vs_bouts
11978,13.323692992213571,8.0,132,-0.05134854022922061,-0.04183865962710122
